iso3c,country,wb_gdp_per_capita,wb_gdp_total,wb_percent_gdp_for_research,wb_researchers_per_million_people,wb_total_researchers_count,wb_total_research_spending_usd,foreign_aid_oda,hdi_proxy_gdp,hdi_proxy_life,wb_population,area_total_km2,wb_population_density,wb_urbanisation_percent_urban,main_language,main_religion,main_religion_percentage,% atheists/non-religious,atheist_count,ever_colonized,colonizer,n_records_gbif,biome_diversity_count count of unique ecosystems in the country,pa_coverage_pct,forest_cover_pct,mean_latitude,endemic_tetrapods_total,terrestrial_protected_area_pct,is_main_english_spanish_arabic
GMB,Gambia,908.525674150965,2507519958.34857,0.06933,50.8608,140.3751976704,1738463.58712306,343857177.734375,3254.37457760999,65.86,2759988,10336.6848059325,267.009012252745,65.08,Mandinka,Muslims,97.00270844,0.017932352,451,1,Britain,14615,3,NA,23.4123814229249,13.4509534899632,1,7.7,No
GEO,Georgia,9193.66366361489,33776141250.5716,0.25283,1768.16486,6495.972470911,85396217.9238202,365216949.462891,25071.9677264107,74.496,3673850,69460.5759120515,52.8911537481592,61.162,Georgian,Christians,88.17262268,0.988308668,37513,0,Never Colonized,78539,4,NA,40.6159159591308,42.1729419848756,0,11.1,No
DEU,Germany,55800.2194549412,4659929336890.62,3.13236,5787.44181,483314.76362282,145965762577.027,NA,68692.894466622,80.5414634146342,83510950,356962.181393857,233.949012956802,77.895,German,Christians,56.23487854,36.14769745,30229853,0,Never Colonized,2053311,5,NA,32.6826755201923,51.050577200392,0,37.6,No
GHA,Ghana,2405.79466378083,82825288888.9734,0.37655,87.47972,3011.70053704408,311878625.311429,1571978515.625,7556.41605453234,65.498,34427414,240102.209662357,143.386493812003,59.854,Akan,Christians,71.28790283,1.068349838,340673,1,Multiple,86600,5,NA,35.1286771589176,7.94769971258465,9,14.8,No
GIB,Gibraltar,NA,NA,NA,NA,NA,NA,NA,NA,83.553,39329,NA,NA,100,English,NA,NA,NA,NA,NA,Unknown,1822,NA,NA,0,NA,0,0,Yes
GRC,Greece,24752.1068401681,257144811301.673,1.48596,4926.78077,51183.3646972799,3821069038.01834,NA,41181.9912164324,81.5365853658537,10388805,130457.980265793,79.6333423132415,80.984,Greek,Christians,89.47636414,4.742371082,507404,0,Never Colonized,360648,6,NA,30.2699767261443,39.0479596036559,19,35.2,No
GRL,Greenland,NA,NA,NA,NA,NA,NA,NA,78840.5978395988,71.549756097561,56836,2159634.7862199,0.0263174127230477,88.149,Greenlandic,NA,NA,NA,NA,NA,Unknown,274373,3,NA,5.3599707637958e-4,73.0812153456909,0,41.1,No
GRD,Grenada,11871.6117006031,1391435992.59259,NA,NA,NA,NA,38494625.0915527,19010.1841441188,75.205,117207,286.714055163376,408.794050690025,37.267,Grenadian Creole English,Christians,87.4744339,5.773053169,6716,1,Multiple,14721,3,NA,52.0588235294118,12.1172424375073,22,9.5,No
GUM,Guam,NA,NA,NA,NA,NA,NA,NA,NA,77.209,167777,483.194273582474,347.224727553322,95.24,English,Christians,94.01657867,1.833122969,2973,NA,Unknown,28737,1,NA,51.8518518518518,13.4416293842567,6,4.5,Yes
GTM,Guatemala,6150.02597767851,113199586004.477,0.05863,14.52588,267.36856207092,66368917.2744249,447018524.169922,13745.3625933533,72.602,18406359,108724.463345349,169.293629360437,53.542,Spanish,Christians,91.95026398,6.020942211,1045075,1,Spain,291058,12,NA,32.812616648003,15.6901195768513,86,20.1,Yes
GIN,Guinea,1717.02318120779,25334307878.737,NA,NA,NA,NA,531753295.898438,4333.74617312626,60.74,14754785,245474.11400427,60.1072950598096,38.517,French,Muslims,86.80789185,1.319620252,176449,1,France,55826,5,NA,25.0244180367898,10.4373187488031,15,37.6,No
GNB,Guinea-Bissau,962.983627901892,2119865935.24909,NA,NA,NA,NA,188911605.834961,2907.14089122524,64.085,2201352,32127.5411478255,68.5191558815883,45.893,Crioulo,Muslims,55.97904205,11.62231159,233987,1,Portugal,14018,2,NA,70.1127311522048,12.0477507880705,1,27.1,No
GUY,Guyana,29883.6341152001,24835899825.8993,NA,NA,NA,NA,139789916.992188,54729.0365156366,70.18,831087,212422.536378843,3.91242386126962,27.316,Guyanese Creole,Christians,65.87551117,2.908345699,23484,1,Multiple,172701,8,NA,87.1750179975372,4.78964290760043,33,8.5,No
HTI,Haiti,2142.62330526788,25224154990.7946,NA,NA,NA,NA,1077659423.82813,3281.21232071515,64.936,11772557,26865.0603818259,438.210703146756,60.472,Haitian Creole,Christians,88.71865845,9.434687614,1060822,1,France,94347,5,NA,12.4887518142235,18.9345751364595,92,8.6,No
HND,Honduras,3426.43483328923,37093565854.0437,0.05997,187.83669,2033.46421844307,22245011.44267,550766601.5625,7178.33906781522,72.884,10825703,113769.909134136,95.1543609588048,60.818,Spanish,Christians,88.47241211,9.74390316,986048,1,Spain,127881,7,NA,56.6476896952364,14.8290802781538,118,23.5,Yes
HKG,"Hong Kong SAR, China",54107.034521746,407106738445.069,1.10339,5273.74369,39680.174897929,4491975041.32905,NA,71505.8515687194,85.2473170731707,7524100,1031.22789613952,7296.2533579309,100,NA,NA,NA,NA,NA,NA,Unknown,NA,1,NA,NA,22.398260914216,6,41.9,No
HUN,Hungary,23310.7512733957,222904723252.11,1.39473,4725.1504,45183.3718220256,3108919046.61415,NA,45367.5983545254,76.7707317073171,9562314,93167.1230077541,102.636141283488,73.179,Hungarian,Christians,72.36884308,26.97590637,2630004,0,Never Colonized,164911,1,NA,22.4803495507342,47.1659125111368,0,22.6,No
ISL,Iceland,82703.8579937471,33462807982.85,2.6004,6863.54747,2777.0599418367,870166858.786031,NA,76666.6420841189,82.6073170731707,404610,101387.007543915,3.99074802385055,94.094,Icelandic,Christians,74.91873932,19.84541512,72756,0,Never Colonized,94508,2,NA,0.515719527918278,64.9978841276929,0,20.8,No
IND,India,2696.66389984463,3912686168582.21,0.64558,259.26325,376174.328715981,25259519367.133,2376562011.71875,10323.4998734428,72.003,1450935791,3162896.29955248,458.736440775909,36.867,Hindi,Hindus,79.36618805,0.003259997,45725,1,Britain,NA,48,NA,24.3596944695764,22.7766430396087,743,7.5,No
IDN,Indonesia,4925.43048751861,1396300098190.97,0.28068,395.34168,112074.594901264,3919135115.60241,1155079467.77344,15415.7079259527,71.146,283487931,1876354.9601209,151.084382766112,59.204,Indonesian,Muslims,86.96417999,0.092005208,252844,1,Netherlands,1571819,38,NA,48.3619448681206,-2.26406781358278,1429,12.2,No
IRN,Iran (Islamic Republic of),4771.40029026226,436906331671.859,0.72665,2239.74005,205087.930086507,3174779859.09356,240743408.203125,17659.8738760715,77.654,91567738,1626451.93994389,56.2990739235485,77.698,NA,NA,NA,NA,NA,0,Never Colonized,305168,18,NA,6.63543913713405,32.5273359415473,46,8.6,No
IRQ,Iraq,6073.61032342708,279641257615.385,0.0407,164.28484,7564.0050675526,113813991.849462,2007466674.80469,14652.5212399212,72.324,46042015,438435.296883341,105.01438941457,71.853,Arabic,Muslims,99.49835968,7.98929e-4,336,1,Britain,89369,8,NA,1.90035242899592,33.0096664024512,1,1.5,Yes
IRL,Ireland,107316.337306921,577389475009.922,0.96264,5511.65804,29654.1367513163,5558182042.23551,NA,124900.938635241,82.8609756097561,5380257,68853.6151072866,78.1405158119376,64.76,English,Christians,81.21601868,15.6012392,777348,0,Never Colonized,95136,2,NA,11.4097837131659,53.1625330764791,0,14.4,Yes
IMN,Isle of Man,NA,NA,NA,NA,NA,NA,NA,NA,80.999,84160,558.608840952212,150.659985718342,53.708,English,NA,NA,NA,NA,NA,Unknown,2700,1,NA,6.07017543859649,54.2240959138743,0,5.8,Yes
ISR,Israel,54176.6844383302,540379921261.681,6.01924,NA,NA,32526764372.5516,NA,53401.1782301902,83.1951219512195,9974400,22101.3482691828,451.302783817396,92.946,Hebrew,Jews,77.0493927,4.374664307,384987,1,Britain,125843,7,NA,6.46950092421442,31.4329786422529,2,24.5,No
ITA,Italy,40226.0472416173,2372774547793.12,1.39014,2795.53412,164897.439899605,32984888098.6913,NA,57893.4083587152,83.7,58986023,300957.352027645,195.994623831557,72.292,Italian,Christians,80.47179413,13.27242947,7951880,0,Never Colonized,754610,9,NA,32.5308994748357,42.7156861458039,23,21.6,No
JAM,Jamaica,7019.74634780454,19930288337.028,NA,NA,NA,NA,86414985.6567383,11466.9713343644,71.479,2839175,10956.745471085,259.125760244465,57.762,Jamaican Patois,Christians,68.61232758,23.74363899,672120,1,Multiple,259102,3,NA,55.4730655586334,18.1574508726766,3,20,No
JPN,Japan,32475.8924992191,4026210821146.81,3.40537,5629.79566,697956.00560269,137107375440.087,NA,49896.6436902018,84.0412195121951,123975371,370923.239652953,334.234574021285,92.134,Japanese,Religiously_unaffiliated,57.45616913,57.45616913,72569752,0,Never Colonized,5227396,9,NA,68.4087791495199,37.4608804755929,199,29.7,No
JOR,Jordan,4618.09592498567,53352289577.4648,0.69547,576.00927,6654.56367116052,371049168.324394,2834251464.84375,10411.8416152967,77.814,11552876,89059.0009162866,129.721598952804,92.206,Arabic,Muslims,97.08689117,0.047398046,5150,1,Britain,29657,6,NA,1.09804716534901,31.2387026418374,1,4.5,Yes
KAZ,Kazakhstan,14005.3487362345,288406138230.669,0.14472,693.05803,14271.8466898951,417381363.247424,79082290.6494141,38515.1836010946,74.402,20592571,2718847.35683119,7.5740077677625,58.387,Kazakh,Muslims,77.90452576,2.534446478,493764,0,Never Colonized,130878,19,NA,1.29048383153684,48.361670914496,6,10,No
KEN,Kenya,2206.1349785176,124498691699.125,0.80874,200.85225,11334.683776524,1006870719.2475,2595822998.04688,6307.23249419302,63.646,56432944,596152.324075353,94.6619542036154,30.049,Swahili,Christians,85.67028809,1.603437185,837272,1,Britain,368519,13,NA,6.21662477880402,0.599448836506536,86,12.2,No
KIR,Kiribati,2288.63458265531,307862546.789627,NA,NA,NA,NA,98323959.3505859,3485.558083114,66.473,134518,939.730988685511,143.145220940476,58.448,Kiribati,Christians,97.57009888,0.100478217,127,1,Britain,16885,3,NA,1.45679012345679,0.892900808860091,2,22.4,No
PRK,"Korea, Dem. People's Rep.",NA,NA,NA,NA,NA,NA,14424407.0053101,NA,73.642,26498823,122770.031109061,215.841136152031,63.503,NA,NA,NA,NA,NA,0,Never Colonized,30593,4,NA,49.9044929823104,40.1400742728793,1,2.4,No
KOR,"Korea, Rep.",NA,NA,5.21081,9434.7613,488258.945295785,NA,NA,52203.9685660494,83.4292682926829,51751065,97362.4271907465,531.53014456606,81.498,NA,NA,NA,NA,NA,0,Never Colonized,2384679,3,NA,64.3135245901639,36.3733672273297,9,17,No
KWT,Kuwait,32213.8622292316,160227273001.348,0.0976,159.38516,792.75963130276,156381818.449316,NA,53025.4711387824,83.1878048780488,4973861,17368.6011863324,286.370845103749,100,Arabic,Muslims,80.23990631,0.248254478,10924,1,Britain,8835,2,NA,0.350729517396184,29.3332785751823,0,17,Yes
KGZ,Kyrgyz Republic,2419.26553574523,17478259659.2625,0.05876,NA,NA,10270225.3757826,440522277.832031,7298.08612561933,72.2487804878049,7224614,199094.948957491,36.2872791993459,38.166,NA,NA,NA,NA,NA,0,Never Colonized,35924,8,NA,6.95318039624609,41.4743103595432,5,6.7,No
LAO,Lao PDR,2123.97909411797,16502933121.0806,NA,NA,NA,NA,514838562.011719,9291.78859001138,68.964,7769819,229459.540530332,33.8613900387067,38.906,NA,NA,NA,NA,NA,1,Unknown,67595,9,NA,71.7547660311958,18.4874182025194,39,19,No
LVA,Latvia,23367.5986788961,43520773851.1219,0.76382,2270.07923,4227.88863120043,332420374.829639,NA,41810.0065349083,75.6780487804878,1862441,64405.3548647813,28.9174868131723,68.815,Latvian,Christians,77.26760101,16.97382164,322693,0,Never Colonized,43587,1,NA,54.8716053350474,56.8595216457842,0,18.2,No
LBN,Lebanon,NA,NA,NA,NA,NA,NA,1747103271.48438,12574.8329116403,77.817,5805962,10034.4652600742,578.602033045163,89.603,Arabic,Muslims,67.78356171,0.018806541,1072,1,France,47967,2,NA,14.069403714565,33.9215988682258,1,1.9,Yes
LSO,Lesotho,971.814620468788,2271541845.62002,0.05101,23.73201,55.47174601023,1158713.49545077,172315887.451172,2880.96631005119,57.375,2337423,30094.793699951,77.6686832714126,30.897,Southern Sotho,Christians,97.32347107,1.664903402,37223,1,Britain,15600,2,NA,1.13702239789196,-29.5790637000742,0,21.3,No
LBR,Liberia,846.277368387389,4750000000,NA,NA,NA,NA,562641967.773438,1794.53340863362,62.163,5612817,95879.3747436547,58.5404005293793,54.077,English,Christians,85.16896057,1.066497684,54919,0,Never Colonized,67037,4,NA,78.7705564784053,6.45195766531815,4,4.1,Yes
LBY,Libya,6318.40314031017,46636278901.9016,NA,NA,NA,NA,359675231.933594,13848.7950025506,69.339,7381023,1630146.58162673,4.52782779364199,81.907,Arabic,Muslims,98.99452209,0.049393948,3480,1,Multiple,29236,9,NA,0.123327687918433,27.0167163927208,NA,0.1,Yes
LIE,Liechtenstein,NA,NA,5.86833,18129.75165,728.76162707505,NA,NA,NA,84.8414634146342,40197,138.275214506868,290.702857654966,14.707,German,NA,NA,NA,NA,0,Never Colonized,1018,2,NA,41.875,47.136626593863,0,42.6,No
LTU,Lithuania,29386.2878350187,84869215513.3648,1.05319,4153.6584,11995.993910412,893834090.865207,NA,50914.8638146665,76.9878048780488,2888055,64663.1052309198,44.6631040944663,68.936,Lithuanian,Christians,92.15046692,7.080081463,197942,0,Never Colonized,31209,2,NA,35.1807490816164,55.3237700619849,0,17.1,No
LUX,Luxembourg,137516.587324367,93197329011.7078,0.97653,4879.24254,3306.74561648118,910099876.99803,NA,142424.729887278,83.3585365853659,677717,2617.75502915702,258.892445034568,92.266,Luxembourgish,Christians,65.88789368,25.28631973,159455,0,Never Colonized,13531,1,NA,34.4538272103664,49.7667823716718,0,55.8,No
MAC,"Macao SAR, China",73046.8890267079,50183212761.3484,0.26378,3826.96528,2629.12514736,132373278.621885,NA,116491.377161798,83.1804878048781,687000,22.7908744411478,30143.6437541709,100,NA,NA,NA,NA,NA,NA,Unknown,NA,1,NA,NA,22.2231175543113,0,NA,No
MDG,Madagascar,544.997302693127,17420814800.7045,0.01275,32.94427,1053.06214100212,2221153.88708982,1253593261.71875,1808.44779037914,63.632,31964956,595923.203375134,53.6393881274631,41.231,"Malagasy, Pleteau",Christians,74.2053833,22.29583359,6455437,1,France,482947,7,NA,21.3416925060158,-19.3164836985714,1016,7.5,No
MWI,Malawi,508.371273531708,11008925322.5134,NA,50.11331,1085.21806045666,NA,1731495849.60938,1829.5076892538,67.353,21655286,120062.219016993,180.36719775215,18.598,Nyanja,Christians,87.36235809,0.941342056,183881,1,Britain,149111,8,NA,23.3315655494272,-13.2044253711777,14,22.9,No
MYS,Malaysia,11867.2586435443,421972102253.57,0.95055,711.51035,25299.6523614156,4011055817.97131,6578659.05761719,36416.5401853099,76.657,35557673,328379.480428225,108.282262197476,79.201,Malay,Muslims,64.11719513,0.844678819,286258,1,Multiple,702741,12,NA,58.0243189773246,3.81114043306724,303,13.3,No
MDV,Maldives,13215.5353637008,6975146349.42592,NA,NA,NA,NA,200507659.912109,24735.0754339022,81.041,527799,66.5607824932679,7929.57925417091,42.407,Dhivehi,Muslims,94.07234955,0.068035409,342,1,Britain,11142,1,NA,2.73333333333333,3.72846117440526,0,2.3,No
MLI,Mali,1086.1762176779,26588067731.1692,0.17385,28.66941,701.78687627895,46223355.7506377,1292478637.69531,3168.41334714498,60.439,24478595,1261023.40349276,19.4116896896597,46.934,Bamanankan,Muslims,94.13371277,2.525307894,548341,1,France,32963,5,NA,10.896663634352,17.315139014512,3,7.5,No
MLT,Malta,42347.3073860173,24322006607.9295,0.60433,2427.56223,1394.26065655158,146985182.5337,NA,63084.7078352628,83.5073170731707,574346,274.390600549802,2093.16936822606,95.006,Maltese,Christians,88.59967804,5.24495554,27180,0,Never Colonized,20834,1,NA,1.4375,35.9214721226709,1,30.6,No
MHL,Marshall Islands,7466.65186507409,280357844.229802,NA,NA,NA,NA,126128410.339355,7532.17477322204,66.945,37548,237.946075799665,157.800459090625,79.208,Marshallese,NA,NA,NA,NA,1,Germany,54412,1,NA,52.2222222222222,7.00279122625452,0,11.9,No
MRT,Mauritania,2082.78374423714,10766731873.5407,0.01019,NA,NA,1097129.9779138,419490051.269531,6946.19393340541,68.484,5169395,1040668.63158046,4.96737851332105,58.458,Hassaniyya,Muslims,99.18540192,0.106502414,4899,1,France,21019,8,NA,0.298211603764432,20.2206937677679,3,0.6,No
MUS,Mauritius,11871.733679438,14952555414.8553,0.23401,852.67511,1073.95197512099,34990474.9263029,94860664.3676758,28923.352954675,73.4121951219512,1259509,1883.42884018807,668.731928239047,40.944,"Mauritian Creole, Morisyen",Hindus,48.28931046,0.753329694,9667,1,Multiple,54325,1,NA,19.4341512268403,-20.2776195850018,51,4.7,No
MEX,Mexico,14157.9445835849,1852722885258.11,0.26819,272.31856,35635.8809863899,4968817505.97373,451662292.480469,24854.5822142309,75.069,130861007,1966673.32027895,66.5392699695742,81.862,Spanish,Christians,89.17308044,10.63434982,13484255,1,Spain,3585092,45,NA,33.727204917822,23.9241551848632,1012,14.6,Yes
FSM,"Micronesia, Fed. Sts.",4166.00476748564,471425099.488675,NA,NA,NA,NA,125806556.70166,4233.1340493282,67.198,113160,525.251692493464,215.439572336852,23.555,NA,NA,NA,NA,NA,1,Unknown,44962,2,NA,92.0714285714286,7.53089208957801,28,0,No
MDA,Moldova,7617.51613089815,18200340853.6517,0.22342,717.41595,1714.10399393625,40663201.5352286,1051385864.25781,17746.940549966,71.198,2389275,33191.1527202911,71.9852974114797,43.599,Romanian,Christians,99.53434753,0.233855382,7177,0,Never Colonized,15055,3,NA,11.7512921860748,47.1871728367014,0,11.4,No
MCO,Monaco,NA,NA,NA,NA,NA,NA,NA,NA,86.372,38631,12.4427770204688,3104.69278171992,100,French,NA,NA,NA,NA,0,Never Colonized,1593,1,NA,0,43.7527482412042,0,10.2,No
MNG,Mongolia,6691.48209834228,23586055802.4517,0.08365,535.37392,1887.07956872896,19729735.6787508,260169830.322266,18004.8512058355,72.1224390243902,3524788,1563902.29699621,2.25384156463614,69.263,Mongolian,Buddhists,51.1350975,40.82786942,1343558,0,Never Colonized,155512,17,NA,9.09894465963877,46.9562038905525,1,19.8,No
MNE,Montenegro,12935.4522712126,8069536125.80285,0.36328,764.41883,476.86816313773,29315010.8378166,92358413.6962891,30601.4282509021,77.5878048780488,623831,13697.243754408,45.5442723503581,68.84,"Montenegrin, Serbian",Christians,76.04615784,1.143437266,6951,0,Never Colonized,13572,3,NA,61.4869888475836,42.7880033111823,1,13.9,No
MAR,Morocco,3993.38745117188,154430996472.752,0.66036,1083.42555,41258.1158021701,1019800528.30747,771669433.59375,9842.888671875,75.313,38081173,583706.192460372,65.2403100941666,65.643,Moroccan Arabic,Muslims,99.67552185,0.130789146,47848,1,Multiple,221524,8,NA,12.8903354246023,29.7668591371828,NA,2.2,No
MOZ,Mozambique,647.28579950207,22416650343.4786,0.30814,44.41136,1538.04382726176,69074666.368395,2927378417.96875,1677.6810229235,63.611,34631766,792438.646902725,43.7027726188765,39.326,Portuguese,Christians,61.33995056,14.28753757,4398231,1,Portugal,110190,13,NA,46.412173122409,-17.19585753703,36,29.5,No
MMR,Myanmar,1359.25961394135,74079772652.4286,0.02376,28.00891,1526.48814381081,17601353.982217,1140740966.79688,5953.35735165913,66.889,54500091,664254.335828119,82.0470233469463,32.47,Burmese,Buddhists,89.05110168,0.058647044,31093,1,Unknown,115180,19,NA,43.2901466284646,21.1129068888835,95,6.6,No
NAM,Namibia,4413.1274418646,13372354268.5446,0.64647,224.81068,681.20581059908,86448258.6398603,271632598.876953,11251.2370332343,67.385,3030131,826494.502387872,3.66624459236628,55.795,Kwanyama,Christians,90.53588104,5.631341934,153666,1,Multiple,121271,12,NA,7.97761420641572,-22.0696900138551,51,39.9,No
NRU,Nauru,13421.8330584638,160350639.549467,NA,NA,NA,NA,37581523.8952637,13829.9189405006,62.109,11947,27.8566792050514,428.873804808492,100,Nauruan,NA,NA,NA,NA,1,Multiple,653,0,NA,0,-0.519126378457796,1,0,No
NPL,Nepal,1447.31004458428,42914268286.7109,0.3022,NA,NA,129686918.76244,1173136840.82031,5395.20820077513,70.354,29651054,147523.424428489,200.992175411255,22.366,Nepali,Hindus,81.18401337,0.001294779,375,0,Never Colonized,206776,12,NA,41.5907220090687,28.2580425139521,18,23.6,No
NLD,Netherlands,68218.7261019406,1227543925316.41,2.25533,6319.17518,113708.735833438,27685166410.8386,NA,78305.2888358968,81.9146341463415,17994237,37216.262221588,483.504681175695,93.453,Dutch,Religiously_unaffiliated,54.11624146,54.11624146,9544336,0,Never Colonized,1882218,5,NA,11.001980991981,52.2269196009093,0,22.5,No
NCL,New Caledonia,NA,NA,NA,NA,NA,NA,NA,NA,78.766,292639,18708.0659575107,15.6423972774435,73.106,French,Christians,85.1028595,10.52397442,29907,NA,Unknown,347235,2,NA,45.8380743982495,-21.3008860680882,133,59.7,No
NZL,New Zealand,48747.0136853042,260235932558.996,1.46569,5094.76159,27198.384748215,3814252039.92395,NA,53854.1996319825,83.0048780487805,5338500,267464.32130641,19.9596715327281,87.091,English,Religiously_unaffiliated,51.35481262,51.35481262,2603635,1,Britain,669549,12,NA,37.6306509437545,-41.7023337271842,169,33.4,Yes
NIC,Nicaragua,2847.53966339498,19693982967.5926,0.10742,NA,NA,21155276.503788,581782470.703125,8319.97944140996,74.947,6916140,129534.474028318,53.3922729982138,60.155,Spanish,Christians,84.80610657,13.30416298,873454,1,Spain,98912,9,NA,27.4848761841449,12.8449927207592,14,21.3,Yes
NER,Niger,722.748650326257,19537639288.0633,NA,26.93895,728.2247952474,NA,1282570190.42969,1875.15306770628,61.183,27032412,1187697.314999,22.760354560558,17.232,Hausa,Muslims,98.13329315,1.2242167,290355,1,France,23065,6,NA,0.842567300860504,17.4120079629507,0,18.2,No
